Alaska,Northwest Arctic Borough,"49,001","50,341","52,440",24,2.7,4.2,11
Alaska,Petersburg Borough,"69,705","71,111","72,412",5,2.0,1.8,16
Alaska,Prince of Wales-Hyder Census Area,"45,167","47,601","48,970",27,5.4,2.9,13
Alaska,Sitka City and Borough,"69,656","71,462","70,996",6,2.6,-0.7,21
Alaska,Skagway Municipality,"79,939","81,135","66,548",11,1.5,-18.0,28
Alaska,Southeast Fairbanks Census Area,"50,669","51,992","54,808",23,2.6,5.4,4
Alaska,Valdez-Cordova Census Area2,"60,348","62,267",(NA),0,3.2,(NA),0
Alaska,Wrangell City and Borough,"48,680","48,610","48,549",28,-0.1,-0.1,20
Alaska,Yakutat City and Borough,"58,780","65,736","66,119",12,11.8,0.6,17
Alaska,Yukon-Koyukuk Census Area,"56,847","60,189","63,675",15,5.9,5.8,3
Arizona,Apache,"33,324","33,844","38,915",11,1.6,15.0,2
Arizona,Cochise,"38,892","40,546","45,786",4,4.3,12.9,5
Arizona,Coconino,"48,416","48,837","53,036",2,0.9,8.6,10
Arizona,Gila,"38,892","39,720","44,201",6,2.1,11.3,7
Arizona,Graham,"30,540","31,179","35,072",15,2.1,12.5,6
Arizona,Greenlee,"39,794","41,082","44,050",7,3.2,7.2,14
Arizona,La Paz,"32,456","34,387","39,482",10,5.9,14.8,3
Arizona,Maricopa,"47,606","49,663","53,521",1,4.3,7.8,13
Arizona,Mohave,"33,083","34,274","36,529",12,3.6,6.6,15
Arizona,Navajo,"31,400","32,007","36,169",13,1.9,13.0,4
Arizona,Pima,"43,103","44,649","48,373",3,3.6,8.3,11
Arizona,Pinal,"31,679","32,699","35,949",14,3.2,9.9,9
Arizona,Santa Cruz,"37,151","38,274","42,204",8,3.0,10.3,8
Arizona,Yavapai,"40,098","41,076","44,490",5,2.4,8.3,12
Arizona,Yuma,"33,672","35,065","40,800",9,4.1,16.4,1
Arkansas,Arkansas,"44,635","46,005","50,534",3,3.1,9.8,11
Arkansas,Ashley,"35,682","37,318","38,489",36,4.6,3.1,70
Arkansas,Baxter,"36,702","37,854","39,950",28,3.1,5.5,52
Arkansas,Benton,"92,758","94,108","94,289",1,1.5,0.2,75
Arkansas,Boone,"35,466","36,174","38,108",41,2.0,5.3,57
Arkansas,Bradley,"38,756","39,097","42,037",14,0.9,7.5,27
Arkansas,Calhoun,"34,321","35,808","38,509",35,4.3,7.5,26
Arkansas,Carroll,"33,298","32,925","34,692",53,-1.1,5.4,56
Arkansas,Chicot,"36,744","38,927","44,762",9,5.9,15.0,3
Arkansas,Clark,"35,696","36,903","39,450",30,3.4,6.9,33
Arkansas,Clay,"34,740","35,973","39,157",32,3.5,8.9,15
Arkansas,Cleburne,"37,876","39,296","41,656",19,3.7,6.0,46
Arkansas,Cleveland,"40,108","39,663","40,366",27,-1.1,1.8,72
Arkansas,Columbia,"36,561","37,225","38,806",33,1.8,4.2,65
Arkansas,Conway,"38,063","38,465","40,633",24,1.1,5.6,50
Arkansas,Craighead,"37,129","38,365","40,728",22,3.3,6.2,43
Arkansas,Crawford,"32,745","33,837","35,919",49,3.3,6.2,44
Arkansas,Crittenden,"36,828","38,397","41,474",21,4.3,8.0,21
Arkansas,Cross,"35,000","37,334","41,715",17,6.7,11.7,10
Arkansas,Dallas,"35,297","37,188","40,611",25,5.4,9.2,14
Arkansas,Desha,"37,227","39,508","44,920",8,6.1,13.7,5
Arkansas,Drew,"36,257","37,906","40,726",23,4.5,7.4,29
Arkansas,Faulkner,"38,103","39,335","41,943",15,3.2,6.6,39
Arkansas,Franklin,"33,011","32,841","33,885",59,-0.5,3.2,69
Arkansas,Fulton,"27,978","28,457","31,840",71,1.7,11.9,9
Arkansas,Garland,"40,053","41,502","44,358",10,3.6,6.9,34
Arkansas,Grant,"37,751","39,324","41,674",18,4.2,6.0,47
Arkansas,Greene,"34,554","35,869","38,560",34,3.8,7.5,28
Arkansas,Hempstead,"31,739","31,799","33,760",60,0.2,6.2,42
Arkansas,Hot Spring,"30,887","31,697","34,110",56,2.6,7.6,24
Arkansas,Howard,"35,903","34,068","34,751",52,-5.1,2.0,71
Arkansas,Independence,"35,115","36,292","38,266",39,3.4,5.4,54
Arkansas,Izard,"30,400","30,681","32,606",66,0.9,6.3,41
Arkansas,Jackson,"37,536","38,054","41,646",20,1.4,9.4,12
Arkansas,Jefferson,"34,510","36,060","39,443",31,4.5,9.4,13
Arkansas,Johnson,"28,685","28,774","30,728",74,0.3,6.8,35
Arkansas,Lafayette,"35,151","35,672","38,307",38,1.5,7.4,30
Arkansas,Lawrence,"33,205","33,601","38,065",42,1.2,13.3,6
Arkansas,Lee,"27,409","30,263","32,359",68,10.4,6.9,32
Arkansas,Lincoln,"26,781","27,710","29,008",75,3.5,4.7,63
Arkansas,Little River,"34,014","34,392","37,075",45,1.1,7.8,23
Arkansas,Logan,"33,286","32,662","34,433",55,-1.9,5.4,55
Arkansas,Lonoke,"39,677","40,825","43,537",12,2.9,6.6,38
Arkansas,Madison,"34,972","33,906","34,012",57,-3.0,0.3,74
Arkansas,Marion,"30,499","31,494","33,493",62,3.3,6.3,40
Arkansas,Miller,"33,580","34,620","37,065",46,3.1,7.1,31
Arkansas,Mississippi,"32,888","35,915","37,730",43,9.2,5.1,61
Arkansas,Monroe,"32,365","35,474","40,475",26,9.6,14.1,4
Arkansas,Montgomery,"30,029","29,748","32,125",70,-0.9,8.0,22
Arkansas,Nevada,"33,470","33,940","35,808",50,1.4,5.5,53
Arkansas,Newton,"29,017","30,265","32,731",65,4.3,8.1,20
Arkansas,Ouachita,"37,224","38,582","41,877",16,3.6,8.5,17
Arkansas,Perry,"35,410","36,201","38,404",37,2.2,6.1,45
Arkansas,Phillips,"31,773","34,052","38,155",40,7.2,12.0,7
Arkansas,Pike,"32,608","32,315","33,920",58,-0.9,5.0,62
Arkansas,Poinsett,"32,482","34,677","37,307",44,6.8,7.6,25
Arkansas,Polk,"30,553","30,512","32,573",67,-0.1,6.8,36
Arkansas,Pope,"34,989","35,416","36,617",47,1.2,3.4,68
Arkansas,Prairie,"36,502","36,273","42,843",13,-0.6,18.1,2
Arkansas,Pulaski,"50,641","52,499","55,563",2,3.7,5.8,48
Arkansas,Randolph,"33,255","33,640","36,401",48,1.2,8.2,18
Arkansas,St. Francis,"27,247","28,560","30,903",73,4.8,8.2,19
Arkansas,Saline,"42,462","43,233","45,692",5,1.8,5.7,49
Arkansas,Scott,"31,276","30,901","32,290",69,-1.2,4.5,64
Arkansas,Searcy,"27,323","28,270","31,657",72,3.5,12.0,8
Arkansas,Sebastian,"41,479","43,310","45,586",6,4.4,5.3,58
Arkansas,Sevier,"32,556","31,719","32,926",63,-2.6,3.8,67
Arkansas,Sharp,"34,120","34,281","35,612",51,0.5,3.9,66
Arkansas,Stone,"30,761","31,171","32,753",64,1.3,5.1,60
Arkansas,Union,"43,867","46,081","48,669",4,5.0,5.6,51
Arkansas,Van Buren,"30,616","31,752","34,482",54,3.7,8.6,16
Arkansas,Washington,"40,194","41,643","43,817",11,3.6,5.2,59
Arkansas,White,"36,105","37,110","39,598",29,2.8,6.7,37
Arkansas,Woodruff,"36,784","37,638","45,248",7,2.3,20.2,1
Arkansas,Yell,"33,652","33,074","33,506",61,-1.7,1.3,73
California,Alameda,"75,354","78,839","87,078",6,4.6,10.5,28
California,Alpine,"76,104","79,701","76,175",8,4.7,-4.4,58
California,Amador,"42,466","43,979","47,721",44,3.6,8.5,39
California,Butte,"42,441","45,175","50,279",37,6.4,11.3,23
California,Calaveras,"46,818","48,460","53,026",31,3.5,9.4,34
California,Colusa,"46,623","44,661","57,382",27,-4.2,28.5,1
California,Contra Costa,"79,641","84,614","92,264",5,6.2,9.0,35
California,Del Norte,"35,017","36,092","40,192",58,3.1,11.4,22
California,El Dorado,"65,806","68,125","72,662",11,3.5,6.7,55
California,Fresno,"41,248","43,019","48,495",43,4.3,12.7,16
California,Glenn,"43,449","43,247","52,219",33,-0.5,20.7,2
California,Humboldt,"44,438","46,072","50,182",38,3.7,8.9,36
California,Imperial,"35,331","37,196","44,500",53,5.3,19.6,3
California,Inyo,"57,444","60,229","64,335",19,4.8,6.8,52
California,Kern,"38,079","39,559","44,721",51,3.9,13.0,13
California,Kings,"35,267","36,442","41,829",56,3.3,14.8,10
California,Lake,"40,669","42,144","47,144",45,3.6,11.9,20
California,Lassen,"34,970","35,581","40,490",57,1.7,13.8,11
California,Los Angeles,"59,874","63,043","68,272",14,5.3,8.3,40
California,Madera,"37,373","38,751","44,532",52,3.7,14.9,9
California,Marin,"132,000","138,903","145,575",1,5.2,4.8,57
California,Mariposa,"51,530","53,861","57,828",26,4.5,7.4,47
California,Mendocino,"47,694","49,803","54,795",29,4.4,10.0,31
California,Merced,"37,193","37,952","43,914",54,2.0,15.7,6
California,Modoc,"43,881","45,375","52,779",32,3.4,16.3,4
California,Mono,"46,598","49,356","54,586",30,5.9,10.6,26
California,Monterey,"53,625","56,545","61,510",21,5.4,8.8,38
California,Napa,"70,161","73,886","82,408",7,5.3,11.5,21
California,Nevada,"58,685","60,689","64,876",18,3.4,6.9,51
California,Orange,"67,044","69,951","74,618",10,4.3,6.7,54
California,Placer,"65,547","67,610","72,279",12,3.1,6.9,50
California,Plumas,"49,485","51,044","55,029",28,3.2,7.8,45
California,Riverside,"39,955","41,385","45,834",49,3.6,10.8,25
California,Sacramento,"51,187","53,278","58,307",25,4.1,9.4,33
California,San Benito,"50,703","52,806","60,807",22,4.1,15.2,7
California,San Bernardino,"38,781","40,537","44,831",50,4.5,10.6,27
California,San Diego,"58,719","60,845","66,266",17,3.6,8.9,37
California,San Francisco,"129,280","133,856","144,818",2,3.5,8.2,42
California,San Joaquin,"43,077","45,075","51,816",34,4.6,15.0,8
California,San Luis Obispo,"55,913","58,693","62,342",20,5.0,6.2,56
California,San Mateo,"125,332","132,133","141,841",3,5.4,7.3,48
California,Santa Barbara,"60,818","62,715","67,879",15,3.1,8.2,41
California,Santa Clara,"108,344","114,649","123,661",4,5.8,7.9,44
California,Santa Cruz,"65,751","68,990","75,957",9,4.9,10.1,29
California,Shasta,"44,549","46,417","51,649",35,4.2,11.3,24
California,Sierra,"42,769","45,432","49,139",41,6.2,8.2,43
California,Siskiyou,"42,887","44,158","49,664",40,3.0,12.5,18
California,Solano,"49,336","51,889","58,688",23,5.2,13.1,12
California,Sonoma,"61,501","64,869","71,386",13,5.5,10.0,30
California,Stanislaus,"41,850","43,402","48,954",42,3.7,12.8,15
California,Sutter,"43,336","45,054","50,730",36,4.0,12.6,17
California,Tehama,"39,460","40,775","46,007",48,3.3,12.8,14
California,Trinity,"38,249","39,959","43,877",55,4.5,9.8,32
California,Tulare,"38,613","40,040","46,348",47,3.7,15.8,5
California,Tuolumne,"44,695","46,166","49,708",39,3.3,7.7,46
California,Ventura,"60,238","63,190","67,422",16,4.9,6.7,53
California,Yolo,"51,690","54,398","58,391",24,5.2,7.3,49
California,Yuba,"40,196","41,384","46,373",46,3.0,12.1,19
Colorado,Adams,"43,482","45,026","48,115",40,3.6,6.9,38
Colorado,Alamosa,"36,671","38,403","42,974",52,4.7,11.9,17
Colorado,Arapahoe,"61,243","63,741","66,691",15,4.1,4.6,53
Colorado,Archuleta,"42,313","43,253","46,287",46,2.2,7.0,37
Colorado,Baca,"41,283","39,076","53,223",27,-5.3,36.2,1
Colorado,Bent,"27,096","29,253","33,591",63,8.0,14.8,9
Colorado,Boulder,"72,607","77,305","79,649",6,6.5,3.0,60
Colorado,Broomfield,"68,365","65,397","67,495",11,-4.3,3.2,58
Colorado,Chaffee,"46,488","48,991","51,361",30,5.4,4.8,51
Colorado,Cheyenne,"39,384","52,633","61,731",19,33.6,17.3,6
Colorado,Clear Creek,"59,243","62,927","67,132",13,6.2,6.7,40
Colorado,Conejos,"35,096","35,296","39,847",59,0.6,12.9,15
Colorado,Costilla,"32,570","33,520","38,430",61,2.9,14.6,10
Colorado,Crowley,"19,656","20,086","23,751",64,2.2,18.2,4
Colorado,Custer,"40,117","42,383","45,691",48,5.6,7.8,32
Colorado,Delta,"37,900","38,293","42,127",53,1.0,10.0,22
Colorado,Denver,"77,667","83,192","85,411",5,7.1,2.7,61
Colorado,Dolores,"36,047","37,942","42,093",54,5.3,10.9,20
Colorado,Douglas,"76,051","76,408","78,980",7,0.5,3.4,57
Colorado,Eagle,"81,871","85,253","87,872",3,4.1,3.1,59
Colorado,Elbert,"58,344","60,702","63,970",16,4.0,5.4,49
Colorado,El Paso,"48,545","50,845","54,151",25,4.7,6.5,41
Colorado,Fremont,"34,654","35,713","38,952",60,3.1,9.1,27
Colorado,Garfield,"57,918","60,376","62,581",17,4.2,3.7,56
Colorado,Gilpin,"47,816","50,517","55,256",23,5.6,9.4,24
Colorado,Grand,"51,717","53,867","57,476",22,4.2,6.7,39
Colorado,Gunnison,"46,973","47,372","51,025",31,0.8,7.7,33
Colorado,Hinsdale,"47,322","48,227","49,423",35,1.9,2.5,62
Colorado,Huerfano,"38,921","40,974","46,859",45,5.3,14.4,11
Colorado,Jackson,"53,671","53,747","62,008",18,0.1,15.4,8
Colorado,Jefferson,"62,402","66,183","68,829",10,6.1,4.0,55
Colorado,Kiowa,"44,092","53,319","66,839",14,20.9,25.4,2
Colorado,Kit Carson,"36,174","41,914","47,198",43,15.9,12.6,16
Colorado,Lake,"35,846","37,102","40,344",57,3.5,8.7,28
Colorado,La Plata,"55,994","57,722","61,304",20,3.1,6.2,46
Colorado,Larimer,"53,836","55,935","58,725",21,3.9,5.0,50
Colorado,Las Animas,"37,987","38,161","43,118",51,0.5,13.0,14
Colorado,Lincoln,"28,066","29,415","35,695",62,4.8,21.3,3
Colorado,Logan,"43,833","42,751","46,217",47,-2.5,8.1,30
Colorado,Mesa,"44,691","45,898","48,435",39,2.7,5.5,48
Colorado,Mineral,"66,286","72,101","73,101",9,8.8,1.4,63
Colorado,Moffat,"42,131","42,802","47,467",41,1.6,10.9,21
Colorado,Montezuma,"41,684","42,988","46,919",44,3.1,9.1,26
Colorado,Montrose,"40,933","41,922","45,262",49,2.4,8.0,31
Colorado,Morgan,"44,559","44,991","48,701",37,1.0,8.2,29
Colorado,Otero,"35,777","37,231","41,333",56,4.1,11.0,19
Colorado,Ouray,"62,568","63,263","67,263",12,1.1,6.3,45
Colorado,Park,"43,157","45,623","48,514",38,5.7,6.3,43
Colorado,Phillips,"41,503","43,788","49,877",34,5.5,13.9,12
Colorado,Pitkin,"150,112","156,830","155,067",1,4.5,-1.1,64
Colorado,Prowers,"39,659","39,120","41,990",55,-1.4,7.3,35
Colorado,Pueblo,"37,969","39,533","43,196",50,4.1,9.3,25
Colorado,Rio Blanco,"46,929","48,829","52,422",28,4.0,7.4,34
Colorado,Rio Grande,"45,214","48,202","53,641",26,6.6,11.3,18
Colorado,Routt,"78,807","82,153","85,836",4,4.2,4.5,54
Colorado,Saguache,"31,895","34,439","40,032",58,8.0,16.2,7
Colorado,San Juan,"41,734","45,631","50,039",33,9.3,9.7,23
Colorado,San Miguel,"85,260","89,728","93,954",2,5.2,4.7,52
Colorado,Sedgwick,"39,979","44,765","50,896",32,12.0,13.7,13
Colorado,Summit,"69,416","73,435","77,754",8,5.8,5.9,47
Colorado,Teller,"49,047","51,337","54,587",24,4.7,6.3,44
Colorado,Washington,"38,049","41,706","49,287",36,9.6,18.2,5
Colorado,Weld,"47,884","48,923","52,054",29,2.2,6.4,42
Colorado,Yuma,"41,981","44,056","47,285",42,4.9,7.3,36
Connecticut,Fairfield,"116,757","118,515","120,244",1,1.5,1.5,8
Connecticut,Hartford,"63,014","64,545","67,938",3,2.4,5.3,4
Connecticut,Litchfield,"61,979","65,086","67,118",4,5.0,3.1,7
Connecticut,Middlesex,"66,258","68,361","71,291",2,3.2,4.3,6
Connecticut,New Haven,"54,773","56,710","60,092",6,3.5,6.0,2
Connecticut,New London,"56,567","58,122","61,191",5,2.7,5.3,3
Connecticut,Tolland,"54,956","56,891","59,590",7,3.5,4.7,5
Connecticut,Windham,"44,751","47,261","50,747",8,5.6,7.4,1
Delaware,Kent,"42,155","43,761","46,600",3,3.8,6.5,1
Delaware,New Castle,"57,085","57,404","59,955",1,0.6,4.4,2
Delaware,Sussex,"51,790","52,935","54,352",2,2.2,2.7,3
Florida,Alachua,"44,705","46,636","49,556",24,4.3,6.3,38
Florida,Baker,"33,285","33,913","36,552",49,1.9,7.8,22
Florida,Bay,"43,020","46,818","50,696",21,8.8,8.3,17
Florida,Bradford,"33,688","33,971","36,301",51,0.8,6.9,32
Florida,Brevard,"46,145","48,539","51,507",19,5.2,6.1,40
Florida,Broward,"50,458","52,864","55,908",12,4.8,5.8,46
Florida,Calhoun,"27,374","29,081","32,264",59,6.2,10.9,4
Florida,Charlotte,"42,292","43,549","45,606",32,3.0,4.7,53
Florida,Citrus,"38,263","39,701","41,933",36,3.8,5.6,49
Florida,Clay,"43,544","44,818","47,407",28,2.9,5.8,45
Florida,Collier,"99,997","103,205","103,865",2,3.2,0.6,67
Florida,Columbia,"34,842","35,600","38,243",46,2.2,7.4,27
Florida,DeSoto,"24,369","25,717","27,863",66,5.5,8.3,16
Florida,Dixie,"28,455","28,519","30,651",61,0.2,7.5,26
Florida,Duval,"46,061","48,096","51,131",20,4.4,6.3,37
Florida,Escambia,"42,744","44,377","47,381",29,3.8,6.8,33
Florida,Flagler,"47,099","48,754","50,599",22,3.5,3.8,56
Florida,Franklin,"36,912","37,169","39,452",42,0.7,6.1,39
Florida,Gadsden,"34,179","35,696","38,507",45,4.4,7.9,20
Florida,Gilchrist,"33,608","34,069","37,425",47,1.4,9.9,7
Florida,Glades,"24,336","25,566","28,116",65,5.1,10.0,6
Florida,Gulf,"37,117","45,559","49,666",23,22.7,9.0,13
Florida,Hamilton,"26,880","26,884","29,383",63,0.0,9.3,10
Florida,Hardee,"27,010","28,389","31,775",60,5.1,11.9,1
Florida,Hendry,"30,939","31,921","35,546",54,3.2,11.4,2
Florida,Hernando,"37,274","38,612","41,385",38,3.6,7.2,29
Florida,Highlands,"33,047","34,433","37,158",48,4.2,7.9,19
Florida,Hillsborough,"46,775","48,586","51,848",18,3.9,6.7,34
Florida,Holmes,"30,944","32,195","34,661",56,4.0,7.7,24
Florida,Indian River,"79,972","83,241","84,607",5,4.1,1.6,66
Florida,Jackson,"32,925","35,371","38,710",44,7.4,9.4,8
Florida,Jefferson,"39,930","42,058","44,065",34,5.3,4.8,52
Florida,Lafayette,"24,610","27,008","30,032",62,9.7,11.2,3
Florida,Lake,"43,160","44,253","46,563",30,2.5,5.2,51
Florida,Lee,"52,022","52,832","54,707",13,1.6,3.5,57
Florida,Leon,"44,528","46,126","48,850",27,3.6,5.9,42
Florida,Levy,"36,173","37,176","40,598",39,2.8,9.2,11
Florida,Liberty,"24,601","25,697","28,496",64,4.5,10.9,5
Florida,Madison,"32,334","32,851","35,828",53,1.6,9.1,12
Florida,Manatee,"48,450","50,108","52,395",17,3.4,4.6,55
Florida,Marion,"37,497","38,754","41,553",37,3.4,7.2,28
Florida,Martin,"83,846","87,423","89,185",3,4.3,2.0,65
Florida,Miami-Dade,"52,942","54,316","57,213",11,2.6,5.3,50
Florida,Monroe,"98,438","104,370","106,583",1,6.0,2.1,63
Florida,Nassau,"61,013","62,700","64,746",9,2.8,3.3,60
Florida,Okaloosa,"48,852","51,341","54,630",14,5.1,6.4,35
Florida,Okeechobee,"30,637","32,236","34,998",55,5.2,8.6,14
Florida,Orange,"44,751","46,645","49,390",26,4.2,5.9,43
Florida,Osceola,"34,848","36,258","39,210",43,4.0,8.1,18
Florida,Palm Beach,"82,076","85,213","87,478",4,3.8,2.7,62
Florida,Pasco,"41,296","42,495","45,461",33,2.9,7.0,30
Florida,Pinellas,"53,578","56,002","59,178",10,4.5,5.7,48
Florida,Polk,"36,048","37,183","39,760",41,3.1,6.9,31
Florida,Putnam,"32,461","33,747","36,354",50,4.0,7.7,23
Florida,St. Johns,"70,853","71,577","73,944",6,1.0,3.3,59
Florida,St. Lucie,"40,514","41,457","43,970",35,2.3,6.1,41
Florida,Santa Rosa,"45,379","46,784","49,472",25,3.1,5.7,47
Florida,Sarasota,"66,930","69,004","70,884",7,3.1,2.7,61
Florida,Seminole,"49,435","51,620","53,403",16,4.4,3.5,58
Florida,Sumter,"48,902","53,411","54,533",15,9.2,2.1,64
Florida,Suwannee,"33,421","33,363","35,987",52,-0.2,7.9,21
Florida,Taylor,"30,733","30,654","33,227",57,-0.3,8.4,15
Florida,Union,"21,816","22,495","24,593",67,3.1,9.3,9
Florida,Volusia,"42,851","44,427","46,475",31,3.7,4.6,54
Florida,Wakulla,"37,246","37,560","39,938",40,0.8,6.3,36
Florida,Walton,"64,401","66,036","69,862",8,2.5,5.8,44
Florida,Washington,"30,203","30,537","32,862",58,1.1,7.6,25
Georgia,Appling,"33,620","35,558","39,199",81,5.8,10.2,23
Georgia,Atkinson,"28,962","30,251","31,938",146,4.5,5.6,126
Georgia,Bacon,"31,516","32,784","38,281",93,4.0,16.8,1
Georgia,Baker,"35,175","39,932","43,156",39,13.5,8.1,73
Georgia,Baldwin,"32,534","33,865","36,399",117,4.1,7.5,90
Georgia,Banks,"35,862","35,990","37,333",106,0.4,3.7,151
Georgia,Barrow,"36,720","37,318","40,435",59,1.6,8.4,66
Georgia,Bartow,"38,310","39,755","42,734",42,3.8,7.5,88
